company_id,industry
4828770,Staffing & Recruiting
64863800,Information Technology & Services
10583513,Staffing & Recruiting
24791870,Internet
15248569,Higher Education
2279709,Non-profit Organization Management
211135,Management Consulting
37697,Financial Services
65613712,Pharmaceuticals
2275518,Online Media
12618960,Staffing & Recruiting
59226,Mechanical Or Industrial Engineering
2739771,Environmental Services
89555972,"Leisure, Travel & Tourism"
3560604,Real Estate
1633103,Renewables & Environment
18976498,Apparel & Fashion
96157285,Staffing & Recruiting
10412396,Chemicals
13229222,Staffing & Recruiting
80562303,Non-profit Organization Management
108488,Automotive
93198658,"Leisure, Travel & Tourism"
2615606,Law Practice
42404250,Commercial Real Estate
28053,Hospital & Health Care
80298786,Hospital & Health Care
593020,Staffing & Recruiting
19161365,Retail
4363181,Non-profit Organization Management
39930,Staffing & Recruiting
166264,Management Consulting
8847,Education Management
1359624,Consumer Goods
1958316,Staffing & Recruiting
23554,Defense & Space
2645,Telecommunications
10797668,Computer Software
1550138,Hospitality
36122695,Oil & Energy
164459,Hospital & Health Care
36179045,Legal Services
67155308,Information Technology & Services
2058906,Computer Software
75665756,Staffing & Recruiting
79793496,Marketing & Advertising
165697,Retail
3556,Higher Education
32727,Staffing & Recruiting
612636,Financial Services
9765,Building Materials
19534,Staffing & Recruiting
1247220,Information Technology & Services
3730982,Information Technology & Services
30490,Construction
3612137,Government Administration
9814,Staffing & Recruiting
98517686,Construction
9415689,Hospital & Health Care
9217002,Real Estate
123034,Food Production
89756734,Computer Software
25012883,Computer Software
22026,Computer Software
2474489,Wholesale
17560,Automotive
68791547,Management Consulting
1104359,Staffing & Recruiting
14100,Staffing & Recruiting
4097,Automotive
3966490,Information Technology & Services
1742506,Staffing & Recruiting
16200547,Law Practice
79051283,Consumer Services
1093822,Automotive
3779159,Information Technology & Services
5090924,Security & Investigations
736239,Hospital & Health Care
82293919,Computer & Network Security
7600398,Human Resources
86612946,"Health, Wellness & Fitness"
92939779,Staffing & Recruiting
1561600,Furniture
34552,Law Practice
9296626,Legal Services
105046,Music
72015472,Information Technology & Services
64255553,Facilities Services
26485848,Consumer Goods
10252405,Construction
628427,Construction
56502,Higher Education
2930550,Music
95764072,Staffing & Recruiting
79500056,Staffing & Recruiting
14373260,Staffing & Recruiting
3117,Translation & Localization
32336,Staffing & Recruiting
1846629,Food Production
3789747,Staffing & Recruiting
18730955,Staffing & Recruiting
18280200,Defense & Space
10545600,Staffing & Recruiting
7175,Information Technology & Services
13242175,Information Technology & Services
5007,Insurance
359901,Information Technology & Services
89902925,Staffing & Recruiting
2934678,Information Technology & Services
167027,Marketing & Advertising
74063,Information Technology & Services
49167855,Information Technology & Services
917557,Financial Services
1585669,Hospital & Health Care
464772,Information Technology & Services
98383042,Staffing & Recruiting
467038,Information Technology & Services
89684460,Information Technology & Services
18553707,Construction
27186573,Staffing & Recruiting
2445,Financial Services
16192,Government Administration
247429,Staffing & Recruiting
101320,Computer Software
3477320,Staffing & Recruiting
1300885,Transportation/Trucking/Railroad
5323150,Staffing & Recruiting
24299,Staffing & Recruiting
19266171,Automotive
28865383,Consumer Services
18005595,Information Technology & Services
56581630,Government Administration
76254160,Mining & Metals
1877098,Staffing & Recruiting
10267289,Staffing & Recruiting
11354230,Staffing & Recruiting
2348603,Information Technology & Services
24546,Non-profit Organization Management
3507955,Museums & Institutions
20415,Human Resources
18214,Staffing & Recruiting
13331595,Information Technology & Services
550472,Retail
2762306,Staffing & Recruiting
6591488,Electrical & Electronic Manufacturing
1267571,Transportation/Trucking/Railroad
2779571,Information Technology & Services
365785,Marketing & Advertising
294125,Computer Software
2158596,Computer Hardware
18581793,Management Consulting
37557576,Staffing & Recruiting
10213494,Oil & Energy
2010945,Research
28354,Hospital & Health Care
2502526,Marketing & Advertising
1410268,Non-profit Organization Management
67898464,Hospital & Health Care
33266486,Staffing & Recruiting
11208030,Information Technology & Services
59929990,Management Consulting
2432001,Defense & Space
80684099,Information Technology & Services
131643,Paper & Forest Products
2936694,Pharmaceuticals
316458,Staffing & Recruiting
34902814,Defense & Space
35628203,Mental Health Care
4096566,Individual & Family Services
5121,Retail
40910,Computer Software
23067,Higher Education
64897202,Food & Beverages
93709899,Machinery
5095714,Mental Health Care
14580269,Computer Software
94474,Wine & Spirits
563407,Construction
28923,Retail
49151727,Marketing & Advertising
14796450,Staffing & Recruiting
71630337,Financial Services
231042,Staffing & Recruiting
89805638,Staffing & Recruiting
20508964,Electrical & Electronic Manufacturing
337132,Staffing & Recruiting
74578,Automotive
1068467,Professional Training & Coaching
117882,Staffing & Recruiting
15250950,Education Management
7962583,Information Technology & Services
69348938,Marketing & Advertising
1683442,Information Technology & Services
163414,Computer Software
80717274,Retail
167557,Computer Software
2736308,Information Technology & Services
251028,Pharmaceuticals
13473849,Staffing & Recruiting
5347434,Luxury Goods & Jewelry
96654609,Religious Institutions
3885443,Media Production
69630806,Information Technology & Services
15221948,Information Technology & Services
5508849,Accounting
2652,Government Administration
18064207,Construction
29848,Information Technology & Services
488281,Staffing & Recruiting
2612230,Law Practice
33002793,Retail
2491385,Civil Engineering
4004283,Retail
96334137,Construction
154960,Insurance
963615,Luxury Goods & Jewelry
1051720,Defense & Space
75856748,Information Technology & Services
8258,Law Practice
966339,Financial Services
5018413,Construction
233779,Human Resources
547691,Human Resources
10169823,Computer Software
14392959,Information Technology & Services
9957,Insurance
89778349,Financial Services
45410,Management Consulting
4837940,Information Technology & Services
35548088,Information Technology & Services
6602097,Information Technology & Services
2132939,Staffing & Recruiting
48467,Information Technology & Services
9428125,Information Technology & Services
2849719,Hospital & Health Care
163784,Non-profit Organization Management
31863,Oil & Energy
6459955,Staffing & Recruiting
28836,Wholesale
70462933,Non-profit Organization Management
4102645,Publishing
78073891,Marketing & Advertising
7962472,Retail
2466485,Staffing & Recruiting
384676,Pharmaceuticals
79760947,Information Technology & Services
66252,Information Technology & Services
4828,Photography
72550126,Real Estate
3542182,Law Practice
1305693,Real Estate
18578562,Computer Software
1409798,Information Technology & Services
3997,Insurance
408636,Staffing & Recruiting
46970,Staffing & Recruiting
16589,Hospital & Health Care
71268819,Staffing & Recruiting
12861,Information Technology & Services
18959240,Mental Health Care
67823,Airlines/Aviation
28147205,Computer Software
5264,Logistics & Supply Chain
74713745,Consumer Goods
89834148,Retail
991068,Computer Hardware
321400,Financial Services
1938443,Electrical & Electronic Manufacturing
74081323,Computer Software
18937515,Information Technology & Services
97900285,Research
91452,Staffing & Recruiting
696485,Renewables & Environment
15230509,Computer Software
3269,Transportation/Trucking/Railroad
307079,Marketing & Advertising
68174206,Information Technology & Services
2983157,Consumer Services
10594856,Restaurants
2932527,Marketing & Advertising
15798900,Information Technology & Services
1452948,Information Technology & Services
1102416,Food & Beverages
329384,Information Technology & Services
2778062,Semiconductors
69102842,Computer Games
64727602,Information Technology & Services
1013451,Transportation/Trucking/Railroad
725927,Computer Hardware
65487140,Accounting
52462678,Accounting
10071781,Information Technology & Services
740278,Food & Beverages
18195925,Hospital & Health Care
18472499,Staffing & Recruiting
1614,Information Technology & Services
242230,Information Technology & Services
75647,Law Practice
9325840,Management Consulting
18164646,Staffing & Recruiting
12033,Food & Beverages
1548938,Cosmetics
9776895,Museums & Institutions
70289,Medical Device
35545456,Consumer Goods
4810440,Marketing & Advertising
75483,Information Technology & Services
9423452,Philanthropy
115116,Information Technology & Services
96610751,Information Technology & Services
163259,Building Materials
56872445,Hospital & Health Care
352051,Plastics
4898,Information Technology & Services
90432851,Construction
2737970,Financial Services
268974,Telecommunications
38096675,Airlines/Aviation
27725,Mechanical Or Industrial Engineering
70603,Staffing & Recruiting
24996751,Information Technology & Services
23789,Government Administration
5354823,Staffing & Recruiting
15756906,Environmental Services
2520146,Mental Health Care
2125658,Transportation/Trucking/Railroad
5034,Information Technology & Services
5005549,Information Technology & Services
16322,Research
2302703,Commercial Real Estate
91458045,Real Estate
10479,Information Technology & Services
76199326,Mental Health Care
571440,Sporting Goods
24987491,Hospitality
35676539,Hospital & Health Care
13071054,Staffing & Recruiting
837188,Information Technology & Services
8825493,Automotive
27251427,Construction
1791517,Machinery
15078287,Information Technology & Services
1943057,Media Production
9901130,Information Technology & Services
366469,Hospital & Health Care
3802195,Information Technology & Services
15236600,Staffing & Recruiting
11174522,Computer Software
77767313,"Health, Wellness & Fitness"
18878,Think Tanks
139301,Marketing & Advertising
3579155,Utilities
78741693,Staffing & Recruiting
11170816,Staffing & Recruiting
1042230,Individual & Family Services
8454,Insurance
30086,Computer & Network Security
53252,Mechanical Or Industrial Engineering
10681428,Management Consulting
3557,Research
6381495,Hospitality
33242739,Information Technology & Services
150419,Information Technology & Services
1329647,Venture Capital & Private Equity
2697764,Machinery
30898,Media Production
31537981,Information Technology & Services
8054664,Oil & Energy
347466,Information Technology & Services
10883,Retail
5376471,Staffing & Recruiting
71702072,Industrial Automation
73731,Construction
89878074,Marketing & Advertising
27254190,Staffing & Recruiting
40669199,Information Technology & Services
78762527,Information Technology & Services
1358177,Transportation/Trucking/Railroad
22338085,Transportation/Trucking/Railroad
2926262,Music
8359,Retail
684228,Banking
366025,Transportation/Trucking/Railroad
3194237,Hospitality
96677,Restaurants
1579375,Staffing & Recruiting
12007,Luxury Goods & Jewelry
80959057,Automotive
10696913,Security & Investigations
33287743,Insurance
1012623,Staffing & Recruiting
19070722,Staffing & Recruiting
287711,Hospitality
6791218,Information Technology & Services
674609,Machinery
362178,Management Consulting
315817,Environmental Services
3757480,Financial Services
6440,Medical Device
28155835,Computer Software
83695,Individual & Family Services
37569306,Construction
4545821,Retail
29639,Hospital & Health Care
35574969,Financial Services
33177,Banking
11787613,Hospital & Health Care
2076992,Management Consulting
26432,Higher Education
82282320,Hospital & Health Care
5262441,Information Technology & Services
6487,Hospital & Health Care
1384369,Information Technology & Services
18438915,Automotive
11112565,Food Production
7409,Non-profit Organization Management
1711692,Environmental Services
18872895,Management Consulting
163617,Staffing & Recruiting
50801,Information Technology & Services
50226,Information Technology & Services
2107983,Building Materials
54119169,Financial Services
101576,Real Estate
49761,Staffing & Recruiting
17943753,Marketing & Advertising
2911,Retail
1219543,Information Technology & Services
217032,Staffing & Recruiting
81967562,Real Estate
13672385,Information Technology & Services
68313053,"Leisure, Travel & Tourism"
355678,Machinery
13714336,Information Technology & Services
40935027,Hospital & Health Care
664795,Information Technology & Services
71733509,Real Estate
82302944,Consumer Goods
4822542,Financial Services
719323,Management Consulting
42737578,Staffing & Recruiting
28791,Higher Education
84886,Hospital & Health Care
3064910,Sporting Goods
2673722,Information Technology & Services
7720,Insurance
164664,Hospital & Health Care
415552,Hospitality
3647879,Computer Software
2640689,Staffing & Recruiting
117983,Consumer Goods
143988,Staffing & Recruiting
18672095,Staffing & Recruiting
15185,Staffing & Recruiting
16690,Information Technology & Services
31462367,Biotechnology
14492394,Staffing & Recruiting
98051823,Staffing & Recruiting
18379072,Staffing & Recruiting
104365,Government Administration
57437,Information Technology & Services
1072429,Information Technology & Services
163228,Government Administration
24777194,Research
28573097,Pharmaceuticals
2319,Real Estate
81261188,Restaurants
1359336,Information Technology & Services
1128277,Consumer Goods
425698,Staffing & Recruiting
35059,Non-profit Organization Management
308135,Staffing & Recruiting
6994834,Accounting
14530717,Staffing & Recruiting
74714346,Information Technology & Services
33283,Defense & Space
10117934,Management Consulting
13744932,Computer Software
318785,Automotive
31469147,Hospital & Health Care
1211271,Staffing & Recruiting
3242773,Staffing & Recruiting
10692137,Biotechnology
1248476,Construction
86321483,Staffing & Recruiting
2561313,Retail
76602,Performing Arts
1388551,Retail
6464060,Staffing & Recruiting
3077586,Staffing & Recruiting
16675134,Computer Hardware
89530582,Staffing & Recruiting
51629084,Information Technology & Services
8463119,Hospital & Health Care
271422,Consumer Goods
462732,Civil Engineering
82988148,Information Technology & Services
861806,Restaurants
28977553,Oil & Energy
1357922,Education Management
89866895,Marketing & Advertising
78976810,Medical Practice
18306,Restaurants
48257,Information Technology & Services
13423341,Information Technology & Services
611628,"Leisure, Travel & Tourism"
7946947,Individual & Family Services
1292340,Computer Software
19241,Staffing & Recruiting
3032973,Staffing & Recruiting
7585,Staffing & Recruiting
259589,Staffing & Recruiting
10155606,Marketing & Advertising
47024,Staffing & Recruiting
3776,Marketing & Advertising
47905,Chemicals
2206,Information Technology & Services
60389564,Insurance
2146167,Staffing & Recruiting
13816,Information Technology & Services
538029,Staffing & Recruiting
15221729,Judiciary
73398,Financial Services
856887,Transportation/Trucking/Railroad
4810482,Luxury Goods & Jewelry
10593599,Staffing & Recruiting
17925137,"Health, Wellness & Fitness"
13305769,Human Resources
18452939,Higher Education
13769,Transportation/Trucking/Railroad
65867647,Information Technology & Services
30754506,Information Technology & Services
98562218,Financial Services
40317,Marketing & Advertising
33053489,Civic & Social Organization
1503525,Staffing & Recruiting
2730,Marketing & Advertising
3735187,Aviation & Aerospace
11843767,Information Technology & Services
230641,Information Technology & Services
74458480,Hospital & Health Care
3037695,Human Resources
71346220,"Leisure, Travel & Tourism"
76849729,Real Estate
5001,Luxury Goods & Jewelry
15231,Information Technology & Services
127315,Staffing & Recruiting
380818,Individual & Family Services
24999390,Staffing & Recruiting
126591,Hospital & Health Care
586336,Staffing & Recruiting
2261627,Information Technology & Services
2465,Marketing & Advertising
89350959,Fine Art
5499736,Mechanical Or Industrial Engineering
27115799,Entertainment
1447496,Civil Engineering
24408,Oil & Energy
49648345,Staffing & Recruiting
1842856,Transportation/Trucking/Railroad
68894323,"Health, Wellness & Fitness"
167624,Internet
9496791,Hospital & Health Care
71484117,Staffing & Recruiting
4890,Hospital & Health Care
13365439,Information Technology & Services
33293378,Restaurants
5013850,Retail
1383862,Real Estate
10064814,Computer Software
13328290,Information Technology & Services
1118764,Food Production
81006324,Package/Freight Delivery
66893616,"Health, Wellness & Fitness"
15669,Higher Education
2261227,Information Technology & Services
107185,Food Production
14832,Utilities
19731,Museums & Institutions
89737812,Staffing & Recruiting
1550444,Apparel & Fashion
94213938,Non-profit Organization Management
18915,Real Estate
1297696,Insurance
26676,Consumer Goods
782549,Airlines/Aviation
3294602,Information Technology & Services
2355182,Restaurants
18804764,Hospital & Health Care
31815,Hospital & Health Care
10515345,Information Technology & Services
6376689,Medical Device
115455,Hospital & Health Care
2236492,Information Technology & Services
2415664,Mechanical Or Industrial Engineering
1015589,Computer Software
144105,Design
416796,Computer & Network Security
19022914,Entertainment
773342,Staffing & Recruiting
34081,Construction
64666,Education Management
7586408,Information Technology & Services
5229910,Staffing & Recruiting
112948,Staffing & Recruiting
16206960,Computer Software
2866215,Real Estate
85624099,Renewables & Environment
1799,Staffing & Recruiting
95062508,Utilities
79162939,Computer Games
484002,Marketing & Advertising
64251,Information Technology & Services
81943361,Biotechnology
307886,Renewables & Environment
784197,Higher Education
1051620,Information Technology & Services
86302925,Staffing & Recruiting
10285,Utilities
82811059,Hospitality
11701,Information Technology & Services
3489028,Computer Software
27625,Hospital & Health Care
14938,Financial Services
56670,Facilities Services
164821,Hospital & Health Care
165755,Computer Software
77738,Management Consulting
9750,Non-profit Organization Management
10130073,Real Estate
2716125,Computer Software
26741,Transportation/Trucking/Railroad
1753550,Information Technology & Services
74918200,Staffing & Recruiting
10837921,"Health, Wellness & Fitness"
77766802,Transportation/Trucking/Railroad
64752630,Facilities Services
18757480,Financial Services
12991466,Information Technology & Services
35496599,Computer Software
311835,Information Technology & Services
77623313,Apparel & Fashion
18036034,Staffing & Recruiting
13998142,Renewables & Environment
662171,Information Technology & Services
7970989,Staffing & Recruiting
354575,Mechanical Or Industrial Engineering
10366520,Wholesale
64928221,Information Technology & Services
30967,Retail
3286848,Construction
3195033,Mental Health Care
1061851,Staffing & Recruiting
52500806,Retail
36519,Staffing & Recruiting
2283870,Staffing & Recruiting
1068662,Law Practice
15205156,Staffing & Recruiting
51832,Government Administration
2682058,Government Administration
42852066,Automotive
3499302,Information Technology & Services
64259963,Mechanical Or Industrial Engineering
6592,Transportation/Trucking/Railroad
14840050,Financial Services
1729578,Computer Software
163079,Hospital & Health Care
3600,Oil & Energy
30579326,Hospital & Health Care
31896,Non-profit Organization Management
1185,Pharmaceuticals
162828,Food Production
1049467,Telecommunications
28612966,Mining & Metals
2376705,Electrical & Electronic Manufacturing
3304,Construction
15317,Automotive
1879,Computer Software
3033,Information Technology & Services
26288,Electrical & Electronic Manufacturing
14571,Utilities
89694590,Venture Capital & Private Equity
19066,Hospital & Health Care
1630,Hospital & Health Care
27025776,Information Technology & Services
7960,Financial Services
225343,Government Administration
31710,Insurance
11152,Plastics
7488,Hospital & Health Care
33472158,Hospital & Health Care
5749,Retail
28893,Apparel & Fashion
140539,Staffing & Recruiting
19010,Apparel & Fashion
10046361,Staffing & Recruiting
998131,Government Administration
7357,Insurance
10799461,Pharmaceuticals
16907,Hospital & Health Care
66278935,Plastics
325032,Mining & Metals
10561079,Computer Software
18498389,Hospital & Health Care
5581198,Hospital & Health Care
791742,Civil Engineering
1293049,Individual & Family Services
2229850,Machinery
30507,Hospital & Health Care
1287697,Non-profit Organization Management
1497,Semiconductors
1766026,Consumer Electronics
71384354,Consumer Goods
69425575,Information Technology & Services
4721,International Trade & Development
91025,Hospital & Health Care
51664810,Hospital & Health Care
53246566,Hospital & Health Care
75056372,Information Technology & Services
1891806,Information Technology & Services
1536386,Security & Investigations
1670700,Staffing & Recruiting
4075,Financial Services
2824374,Computer Software
2746223,Staffing & Recruiting
94733,Entertainment
4297,Hospital & Health Care
16005518,Law Practice
4298,Higher Education
4804,Machinery
16022223,Hospitality
2432099,Museums & Institutions
32685,Non-profit Organization Management
1793031,Non-profit Organization Management
16726,Consumer Goods
39472,Hospital & Health Care
38204,Restaurants
13542,Packaging & Containers
69979397,Food & Beverages
8948083,Hospital & Health Care
33515668,Hospital & Health Care
54353698,Staffing & Recruiting
108889,Oil & Energy
157313,Higher Education
17120,"Leisure, Travel & Tourism"
113568,Banking
2137,Higher Education
133074,Law Practice
64533,Entertainment
96639244,Staffing & Recruiting
24187,Information Technology & Services
18341039,Information Technology & Services
7972561,Biotechnology
4293,Entertainment
18506580,Internet
165725,Design
74710480,Automotive
689849,Staffing & Recruiting
8239496,Railroad Manufacture
31439,Staffing & Recruiting
1951980,Education Management
2429989,Insurance
35822,Higher Education
46119,Information Technology & Services
214960,Hospital & Health Care
34768945,Computer Software
3163788,Construction
29355,Mining & Metals
2660,Government Administration
24239,Higher Education
22283894,Hospital & Health Care
91143191,Computer Software
157345,Financial Services
101899,Information Technology & Services
15440968,Hospital & Health Care
11169,Oil & Energy
2604972,Management Consulting
94707,Information Technology & Services
1909256,Computer Software
165364,Information Technology & Services
147699,Building Materials
676041,Hospital & Health Care
78885,Real Estate
2666,Law Enforcement
9654,Higher Education
166944,Law Practice
3731451,Information Technology & Services
90576696,Textiles
6983,Financial Services
8817,Electrical & Electronic Manufacturing
2279,Electrical & Electronic Manufacturing
629227,Food & Beverages
28130220,Oil & Energy
2832056,Management Consulting
6593,Entertainment
1474852,Information Technology & Services
2787,Banking
6233,Financial Services
7602352,Marketing & Advertising
439853,Automotive
61341,Staffing & Recruiting
2859,Accounting
28132450,Hospital & Health Care
98488356,Staffing & Recruiting
42301191,Hospital & Health Care
16075064,Hospital & Health Care
25081,Real Estate
71145765,Information Technology & Services
1392051,Staffing & Recruiting
212201,Staffing & Recruiting
2470025,Information Technology & Services
3325979,Information Technology & Services
1180679,Staffing & Recruiting
1045296,Hospital & Health Care
941454,Hospital & Health Care
65101,Hospital & Health Care
81958,Education Management
165791,Retail
104396,Banking
14287,Mining & Metals
76236580,Staffing & Recruiting
162255,Hospital & Health Care
165998,Semiconductors
74971597,Food & Beverages
18759444,Management Consulting
80430513,Recreational Facilities & Services
11777418,Banking
2878362,Higher Education
1518461,Staffing & Recruiting
27573,Hospital & Health Care
1745669,Information Technology & Services
2539,Broadcast Media
1041095,Medical Device
28734,Consumer Goods
11115,Information Technology & Services
628150,Computer Software
55303,Staffing & Recruiting
20875,Hospital & Health Care
164987,Financial Services
8807,Government Administration
3102,Medical Device
3299457,Hospital & Health Care
963453,Information Technology & Services
64257878,Civil Engineering
969396,Information Technology & Services
27872,Hospital & Health Care
285809,Construction
78855035,Financial Services
55394,Insurance
2819944,Education Management
96691,Information Technology & Services
20344,Information Technology & Services
8882,Sports
3863,Business Supplies & Equipment
738188,Telecommunications
2343421,Telecommunications
3807153,Renewables & Environment
79955198,Information Technology & Services
8086,Electrical & Electronic Manufacturing
7932726,Financial Services
10801746,Individual & Family Services
18496094,Entertainment
487174,Automotive
13309,Defense & Space
389481,Mechanical Or Industrial Engineering
13288,Computer Software
157324,Staffing & Recruiting
1123,Banking
3271453,Philanthropy
74589904,Staffing & Recruiting
38264,Apparel & Fashion
688249,Staffing & Recruiting
962052,Hospital & Health Care
13386,Retail
1586,Computer Software
1344,Electrical & Electronic Manufacturing
12934,Food & Beverages
2382910,Information Technology & Services
1524656,Financial Services
81194885,Legal Services
497248,Staffing & Recruiting
10346400,Staffing & Recruiting
91098676,Information Technology & Services
28498,Hospital & Health Care
444905,Staffing & Recruiting
2174958,Consumer Services
27172,Government Administration
13856,Oil & Energy
64532924,Law Practice
98210,"Health, Wellness & Fitness"
4446,Computer Software
43278,Hospital & Health Care
163789,Pharmaceuticals
5110,Computer Hardware
59132912,Mental Health Care
26562280,Construction
19231638,Hospitality
231383,Banking
10525955,Retail
3765,Marketing & Advertising
73681,Government Administration
72559323,E-learning
11286858,Consumer Electronics
2686249,Information Technology & Services
55873224,Information Technology & Services
164420,International Trade & Development
850621,Food & Beverages
11901,Biotechnology
1482,Computer Software
6449530,Food & Beverages
36569,Transportation/Trucking/Railroad
766544,Biotechnology
24062,Entertainment
2820867,Machinery
74887092,Religious Institutions
78392228,Entertainment
6627808,Tobacco
1146188,Staffing & Recruiting
57995232,Music
64722,Aviation & Aerospace
41266,Information Technology & Services
74539,Mechanical Or Industrial Engineering
233054,Information Technology & Services
81519453,Computer Software
7947803,Computer Software
69904568,Construction
913591,Chemicals
637038,Primary/Secondary Education
92917818,Information Technology & Services
18941384,Consumer Goods
4031973,Environmental Services
13153,Staffing & Recruiting
65589102,Apparel & Fashion
37248677,Biotechnology
2144509,Mechanical Or Industrial Engineering
90681631,Hospitality
81878,Automotive
60463,Non-profit Organization Management
213862,Mechanical Or Industrial Engineering
2171249,Accounting
51614199,Telecommunications
87110560,Financial Services
748875,Staffing & Recruiting
868313,Construction
74772057,Staffing & Recruiting
14477218,Professional Training & Coaching
15228,Information Technology & Services
20503060,Staffing & Recruiting
563417,Hospital & Health Care
77159,Staffing & Recruiting
33218,Staffing & Recruiting
5171302,Marketing & Advertising
11029079,Biotechnology
69335449,Financial Services
307460,Transportation/Trucking/Railroad
78426886,Semiconductors
1330147,Real Estate
17959348,Information Technology & Services
64487,Pharmaceuticals
3732622,Construction
69732,Information Technology & Services
6148675,Non-profit Organization Management
15907041,Veterinary
6646428,Staffing & Recruiting
143331,Oil & Energy
49681,Information Technology & Services
522560,Wholesale
107926,Marketing & Advertising
52638,Staffing & Recruiting
1633836,Staffing & Recruiting
1673105,Hospitality
3234221,Architecture & Planning
34616,Information Technology & Services
19024086,Marketing & Advertising
35716480,Government Administration
447530,Non-profit Organization Management
12595126,Staffing & Recruiting
15087386,Staffing & Recruiting
2015890,Information Technology & Services
6565,Financial Services
35701335,Real Estate
7413,Hospital & Health Care
80648696,Individual & Family Services
35521693,Information Technology & Services
90101,Staffing & Recruiting
72632053,"Health, Wellness & Fitness"
104602,Music
3713985,Information Technology & Services
80753355,Management Consulting
14078,Non-profit Organization Management
69903699,Environmental Services
12291,Packaging & Containers
529548,Staffing & Recruiting
3094595,Information Technology & Services
2345562,Mechanical Or Industrial Engineering
3781808,Law Practice
110514,Mental Health Care
18987662,Management Consulting
1257738,Food & Beverages
149485,Construction
27218788,Computer Software
89491510,Hospital & Health Care
96657925,Staffing & Recruiting
414551,Information Technology & Services
15338901,Law Practice
4821517,Food & Beverages
28145223,Hospital & Health Care
8141,Information Technology & Services
11054,Financial Services
68578869,Environmental Services
31953,Government Administration
164249,Retail
87374932,Insurance
6585,Luxury Goods & Jewelry
162767,Hospital & Health Care
3518569,Higher Education
18043,Staffing & Recruiting
64883733,Computer Software
93249012,Higher Education
80789,Industrial Automation
77097,Information Technology & Services
5334810,Management Consulting
548385,Information Technology & Services
848818,Staffing & Recruiting
16164685,Information Technology & Services
62571,Wholesale
5578,Financial Services
83495842,Staffing & Recruiting
49122753,Marketing & Advertising
1713645,Entertainment
7962985,Computer Software
65587,Information Technology & Services
5742,Management Consulting
26647085,Information Technology & Services
57888,Retail
2201548,Building Materials
19767,Mining & Metals
9223,Computer Software
166068,Higher Education
19120162,Law Practice
64670958,Facilities Services
14069,Information Technology & Services
90413667,Food Production
3683451,Transportation/Trucking/Railroad
51586146,Staffing & Recruiting
17926613,Computer Software
2738213,E-learning
3607492,Financial Services
18827874,Financial Services
521134,Information Technology & Services
40369,Hospital & Health Care
2764631,Telecommunications
133357,Staffing & Recruiting
51671407,Financial Services
79108324,Financial Services
313558,Real Estate
28649902,Information Technology & Services
54799,Staffing & Recruiting
1447520,Consumer Electronics
17919545,Biotechnology
44751,Non-profit Organization Management
18380110,Staffing & Recruiting
75156982,Non-profit Organization Management
58289235,Computer Software
34758901,Marketing & Advertising
50381,Law Practice
113134,Entertainment
225056,Staffing & Recruiting
41771,Staffing & Recruiting
6392689,Hospital & Health Care
42805,Cosmetics
6137,Computer Software
40735283,Management Consulting
10682548,Biotechnology
1072536,"Health, Wellness & Fitness"
70253,Higher Education
74064331,Mental Health Care
210025,Law Practice
6398401,Research
17930841,Biotechnology
69094979,Staffing & Recruiting
674541,Aviation & Aerospace
79091671,Retail
1842410,Information Technology & Services
40655773,Marketing & Advertising
20282677,Information Technology & Services
1059379,Non-profit Organization Management
65010286,Financial Services
18124161,Consumer Services
37310,Biotechnology
17880405,Staffing & Recruiting
18149028,Biotechnology
18252282,Telecommunications
6504,Hospital & Health Care
47662244,Information Technology & Services
1969276,Medical Device
76251474,Entertainment
14510422,Information Technology & Services
84971123,Furniture
6457945,Food & Beverages
91323859,Hospital & Health Care
71303127,Staffing & Recruiting
1933181,Consumer Goods
822239,Staffing & Recruiting
662026,Information Technology & Services
65401684,Hospital & Health Care
8034,"Health, Wellness & Fitness"
75436848,Utilities
71312127,Cosmetics
78378963,Staffing & Recruiting
53868,Hospital & Health Care
754041,Management Consulting
3340388,Accounting
166124,Staffing & Recruiting
3596579,Computer Software
46318,Higher Education
479939,Staffing & Recruiting
2529188,Hospital & Health Care
408211,Non-profit Organization Management
4324337,Food & Beverages
2999998,Staffing & Recruiting
64660033,Political Organization
55170,Staffing & Recruiting
76203745,Biotechnology
64638177,Mental Health Care
1332329,Staffing & Recruiting
45346,Staffing & Recruiting
3638332,Human Resources
28463995,Education Management
81527214,Hospital & Health Care
13009799,Individual & Family Services
493046,Education Management
416904,Staffing & Recruiting
58677611,Semiconductors
3816028,Transportation/Trucking/Railroad
89803055,Construction
71732020,Transportation/Trucking/Railroad
11260586,Renewables & Environment
6402014,Consumer Services
42259,Restaurants
352217,Information Technology & Services
3264857,Law Practice
1248281,Non-profit Organization Management
5055637,Marketing & Advertising
3012034,Machinery
6103794,Facilities Services
2073870,Information Technology & Services
82761136,Non-profit Organization Management
74714036,Design
96601425,Marketing & Advertising
11204351,Medical Device
98224501,Financial Services
2240218,Staffing & Recruiting
66688074,E-learning
3263648,Staffing & Recruiting
5719434,Information Technology & Services
782367,"Health, Wellness & Fitness"
144455,Staffing & Recruiting
3150784,Staffing & Recruiting
9762263,Utilities
18346404,Staffing & Recruiting
81490111,Staffing & Recruiting
33307792,Information Technology & Services
10239155,Food & Beverages
90580409,Construction
50190,Environmental Services
74347068,Staffing & Recruiting
6636388,Venture Capital & Private Equity
